name,allegiance,government,primaryEconomy,secondaryEconomy,security,population,controllingFaction.name
Col 285 Sector RP-E c12-5,Independent,Confederacy,Refinery,None,Low,72879,Cosmic Independent Agency
HIP 64861,Alliance,Democracy,Industrial,Extraction,Medium,118308105,Spearhead Charter
HIP 80243,Independent,Corporate,Agriculture,Tourism,Medium,3302309453,Elite Secret Service
BD+47 2391,Independent,Democracy,Agriculture,Industrial,High,4187447388,Fatal Shadows
HIP 86882,Federation,Democracy,Extraction,None,Low,2187,United Wirari Labour
HIP 53257,Independent,Democracy,Industrial,Extraction,Medium,8618021,Galactic Research Investigation Division
HIP 69400,Independent,Corporate,Extraction,Industrial,Medium,4526530,Viruachi Major Holdings
Mandjindja,Independent,Cooperative,Extraction,Colony,Medium,1941172,Division Cassini
Juduni,Independent,Confederacy,Industrial,Extraction,Medium,14811676,Independent Defence Agency
Ceginus,Independent,Cooperative,Refinery,None,Medium,14765,The Buurian Protectorate
Mirdii,Independent,Corporate,Extraction,Industrial,Medium,61689,Radius Group Inc
Hesquix,Independent,Anarchy,Extraction,None,Anarchy,2476,Julu Purple Pirates
HIP 117399,Empire,Patronage,Extraction,Colony,Low,20586,Herme Empire Party
Wolf 121,Federation,Corporate,Industrial,Military,Medium,5387095,Obassi Osaw Gold Bridge Int
29 Ceti,Independent,Corporate,Extraction,Terraforming,Low,164386,Radius Group Inc
HIP 1866,Independent,Corporate,Industrial,Refinery,High,9270489,Night Wolves Corporation
HIP 114135,Independent,Confederacy,Extraction,Agriculture,Medium,180459,The Archon Horde
LTT 779,Independent,Corporate,Agriculture,Industrial,High,1833484222,Angels of Death
LTT 9542,Independent,Cooperative,High Tech,Industrial,Low,66799,Belacajan Shared
Gliese 851.3,Independent,Confederacy,Colony,Extraction,Low,34438,The Archon Horde
HIP 100685,Independent,Feudal,Industrial,Extraction,Medium,4746375,The Dukes of Mikunn
HIP 13644,Independent,Corporate,Industrial,Military,Medium,3553054,The Brotherhood of the Dark Circle
LTT 9665,Independent,Democracy,Refinery,Extraction,Medium,50424,G-CLAN
LHS 3598,Independent,Democracy,High Tech,Colony,Low,7655,German Pilot Lounge
LTT 8066,Independent,Democracy,Industrial,Extraction,Medium,10288310,German Pilot Lounge
Karamayayak,Independent,Feudal,Terraforming,None,Low,154467,The Dukes of Mikunn
Gliese 3299,Federation,Democracy,Agriculture,Tourism,Medium,4791001709,The Fatherhood
BD+43 866,Federation,Corporate,Agriculture,Extraction,High,6149584415,Sirius Special Forces
BD+65 210,Federation,Democracy,Agriculture,Tourism,High,1767115999,The Fatherhood
BD+44 4389,Federation,Confederacy,Industrial,Military,Low,1355806,After Dark Initiative
LTT 15461,Federation,Corporate,Industrial,Refinery,High,18475874,LTT 15461 Company
Nyaliep,Independent,Communism,Extraction,None,Low,1082,Workers of Manite Labour Union
Lyncis Sector EL-Y c5,Independent,Communism,Colony,Extraction,Low,132526,Nagii Union
Taka,Independent,Democracy,Extraction,None,Low,8361,Unrepentant Enterprises
AC +67 1894,Independent,Theocracy,Colony,Industrial,Low,33496,Order of Enblackenment
Perendi,Alliance,Democracy,Refinery,Extraction,Medium,102443,Alliance Democratic Network
Anapos,Federation,Democracy,Refinery,Extraction,Medium,105587,United Anapos Liberals
LHS 6326,Independent,Cooperative,Industrial,Refinery,Medium,8784624,Social Eleu Progressive Party
Chireni,Independent,Communism,Industrial,Colony,Medium,2449625,Citizen Party of Chireni
HIP 43841,Independent,Cooperative,Extraction,None,Low,23248,Deep Recon X
MCC 741,Alliance,Corporate,Agriculture,Industrial,High,2907860332,Razorback Astronautics
Tsim Binavi,Independent,Feudal,Extraction,Industrial,Medium,106640,Noblemen of Tsim Binavi
Wolf 667,Independent,Confederacy,Industrial,Colony,Low,2388333,Cosmic Independent Agency
Ross 917,Independent,Corporate,Colony,Refinery,Low,102775,The Galactic Archive
HIP 75446,Independent,Corporate,High Tech,Refinery,Medium,7357580,Crimson Mining and Salvage Corporation
HIP 79117,Independent,Patronage,Terraforming,Industrial,Medium,2945150,LGC - Cartographers's Guild
Apachi,Independent,Cooperative,Military,Extraction,Low,3578,Deep Recon X
HIP 63317,Independent,Communism,Extraction,Refinery,Medium,43040,Citizen Party of HIP 63317
HIP 69999,Alliance,Communism,High Tech,Refinery,Medium,2569654,Revolutionary Wolf 510 Republic Party
Col 285 Sector VO-I c9-5,Independent,Cooperative,Military,Extraction,Low,4498,Senta a Pua
Contie,Empire,Dictatorship,Extraction,Colony,Medium,146909,Regiment Tactique du Quebec
Nareldi,Independent,Anarchy,Extraction,None,Anarchy,2052,Nareldi Blue Mafia
Rho Gruis,Independent,Cooperative,Colony,Agriculture,Low,6933,The Winged Hussars
HIP 9216,Empire,Corporate,Extraction,Industrial,Medium,9356206,Red Slug Trading Company
Enaworka,Empire,Dictatorship,Industrial,Extraction,Medium,9355614,The Bright Star Squad
HIP 15374,Independent,Dictatorship,Refinery,High Tech,Medium,17123,Close Encounters Corps
Azha,Independent,Corporate,Agriculture,Terraforming,Medium,2107399642,Ukrainian Pilots Federation
HIP 8830,Empire,Patronage,Agriculture,Refinery,High,2245966112,BR Imperial Force
CD-26 369,Empire,Corporate,Refinery,Colony,Medium,448893,East India Company
HIP 114044,Empire,Feudal,Industrial,Extraction,Medium,9452847,Imperial Hegemony of Palaiologos
HIP 110692,Independent,Corporate,Industrial,Extraction,Medium,11984191,SSL Interstellar PLC
Heptis,Independent,Cooperative,Extraction,Refinery,Medium,337788,Celestial Light Brigade
HIP 19757,Independent,Dictatorship,Extraction,Colony,Low,5344,Close Encounters Corps
HERZ 10688,Empire,Corporate,Refinery,Agriculture,Low,45068,East India Company
LTT 9145,Independent,Democracy,Refinery,High Tech,Low,43273,Pilots of Metropolis
LTT 8648,Independent,Cooperative,Agriculture,Colony,Medium,6670551520,Teaka Elite Altruists Bagging Cooperative
HIP 99606,Independent,Cooperative,Military,Extraction,Medium,49184,Colonia Travel Agency
HIP 19786,Independent,Democracy,Terraforming,Extraction,Medium,1403808958,Simbad Regime
Wolf 1301,Independent,Democracy,High Tech,Colony,Low,532685,EXO
BZ Ceti,Independent,Corporate,Industrial,Refinery,High,11735053,Pikum Public Group
LHS 1387,Federation,Democracy,Refinery,Agriculture,Medium,476298,Turkish Elite Force
Aornum,Federation,Democracy,Agriculture,Refinery,High,945888291,Aornum Republic Party
HIP 93639,Independent,Communism,Extraction,None,Low,14214,People's Jen Nik Union Party
HIP 95110,Independent,Corporate,Colony,Terraforming,Low,146446,HIP 95110 Corporation
Baruga,Independent,Corporate,Extraction,Agriculture,Medium,71040,SI Terraforming
BD+20 1018,Federation,Corporate,Extraction,Industrial,Medium,4484308,Sirius Special Forces
LHS 5116,Federation,Corporate,Industrial,Refinery,Medium,7093603,BD+34 1378 Universal & Co
V2689 Orionis,Federation,Corporate,Agriculture,Industrial,High,1249074208,Earth Defense Fleet
LHS 3885,Federation,Corporate,High Tech,Refinery,Medium,17142721,Izumo Heavy Industries Ltd
Algreit,Independent,Dictatorship,Agriculture,Extraction,Medium,7536013,EG Union
Kaus Borealis,Federation,Democracy,Agriculture,Industrial,High,8400175034,Intergalactic Nova Republic
LTT 7251,Federation,Corporate,Extraction,Military,Low,122613,Laksak Ltd
Dong Ku,Independent,Communism,Agriculture,Extraction,Low,32037,Communist Interstellar Union
HIP 32728,Independent,Corporate,Industrial,Military,Low,3075375,HIP 32728 Corp.
HIP 33282,Independent,Confederacy,Industrial,Extraction,Medium,10412455,Privateer's Alliance
BD+34 1740,Independent,Theocracy,Extraction,None,Low,5000,Order of Enblackenment
Phanes,Independent,Dictatorship,Refinery,Agriculture,Medium,1783752,Civitas Dei
Bolg,Federation,Confederacy,High Tech,Refinery,Low,131694,Workers of LHS 2887 League
Eulexia,Alliance,Corporate,Refinery,Extraction,Medium,160350,Wolf 406 Transport & Co
Ross 529,Federation,Corporate,High Tech,Industrial,Low,24473,Aurora Corps
LTT 6710,Federation,Democracy,Refinery,Extraction,Medium,102186,Trident Tradex
HIP 44115,Federation,Corporate,High Tech,Industrial,Low,140930,HIP 44115 Universal Corporation
LHS 2948,Alliance,Corporate,Industrial,Refinery,High,7422540,Alliance Office of Statistics
Wolf 561,Alliance,Corporate,Military,Refinery,Medium,71499,Capsule Corp Interstellar
HIP 78883,Federation,Corporate,Military,High Tech,Low,113852,Starlance Alpha
HIP 44727,Independent,Dictatorship,Industrial,Military,Medium,5400470,HIP 44727 Front
HIP 54614,Independent,Corporate,Industrial,Refinery,High,34084163,Expanders Corp
BD+31 2373,Independent,Corporate,Agriculture,Refinery,High,4760766958,Dark Echo
HIP 69028,Alliance,Corporate,Extraction,None,Low,1785,The Arcadia Partnership
Col 285 Sector FS-I c10-5,Federation,Confederacy,Extraction,Refinery,Low,8098,Carl Sagan Legends
Gluscabi,Independent,Corporate,Extraction,None,Medium,4516,Brian Solutions
Karm,Empire,Corporate,Terraforming,Military,Medium,266590,Obsidian Order
Kumbardin,Empire,Patronage,High Tech,Military,Low,13169,Likedeeler of Michel
Uodigi,Empire,Dictatorship,Extraction,Industrial,Medium,8996513,Kingdom of the Elysian Fields
Bhote,Empire,Patronage,Extraction,None,Low,1580,Jormungand Empire Group
Boren,Independent,Confederacy,Extraction,Refinery,Medium,273728,Brazilian League of Pilots
Nyalayan,Independent,Theocracy,Agriculture,Refinery,Medium,1920608781,Amanogawa Enlight
HIP 3322,Empire,Patronage,Industrial,Extraction,High,7335490,Chi Suix Emperor's Grace
HIP 115275,Empire,Patronage,Extraction,Colony,Medium,365704,HIP 115275 Citizens' Forum
Frenis,Independent,Cooperative,Terraforming,Industrial,Medium,8249093,Red Dice Systems
HIP 12605,Empire,Corporate,High Tech,Extraction,Medium,7236675,Artemis Corporation
HIP 110954,Empire,Patronage,Refinery,Military,Medium,349703,HIP 110954 Citizens' Forum
HIP 16933,Independent,Democracy,Colony,Extraction,Low,142647,Simbad Regime
HIP 15286,Empire,Corporate,Refinery,Industrial,Low,68216,Ga Gu Fortune Holdings
Mictlan,Empire,Corporate,Industrial,Extraction,Medium,32971028,G.O.M. Collective
HIP 107385,Empire,Dictatorship,Industrial,Extraction,High,10024229,Freedom Party of HIP 107385
HIP 99397,Independent,Cooperative,Industrial,Military,Medium,8667479,The Silent Guardians
HIP 24681,Independent,Anarchy,Colony,Extraction,Anarchy,79172,HIP 24681 Family
Eurybia,Independent,Anarchy,Industrial,High Tech,Anarchy,145173,Eurybia Blue Mafia
Yinjian,Federation,Corporate,Extraction,Agriculture,Medium,2073189,LTT 1678 Electronics Organisation
LTT 7857,Empire,Dictatorship,High Tech,Extraction,Low,86616,Youbee Dominion
HIP 91404,Independent,Feudal,Colony,Industrial,Low,66498,Ingaman Domain
BD+18 1160,Federation,Corporate,Agriculture,Extraction,Low,44330,Sirius Special Forces
V848 Monocerotis,Independent,Corporate,Extraction,Industrial,Low,73294,Omega Merchant Command
Argestes,Federation,Corporate,Agriculture,Extraction,High,2123457659,Earth Defense Fleet
Corbenic,Federation,Corporate,Refinery,Industrial,High,3982286,Minutemen
Jiuyou,Federation,Democracy,Military,Refinery,Medium,74511,Old Space Cowboys ABDE
CD-32 11850,Independent,Communism,Extraction,Refinery,Medium,27026,Citizen Party of Grabil
Gliese 2126,Independent,Communism,Extraction,Agriculture,Low,40608,Unionists of Epomana
HIP 39515,Federation,Democracy,Refinery,Extraction,Low,34739,Rainbow Unicat Corps
Vandar,Federation,Corporate,Extraction,High Tech,Low,41917,Vandar Federal Industry
Ross 623,Federation,Corporate,Refinery,None,Low,33693,SpLegends Corp
Antevorta,Alliance,Corporate,Industrial,Refinery,Medium,2941142,Wolf 406 Transport & Co
Perun,Alliance,Corporate,Industrial,Refinery,High,13449377,Alliance Office of Statistics
LTT 5964,Federation,Corporate,Refinery,High Tech,Low,172408,Terra-EX Astro Corp
Gliese 9539,Independent,Corporate,Industrial,Extraction,Medium,6298028,Beyond Infinity Corporation
HIP 80870,Alliance,Cooperative,High Tech,Extraction,Low,81400,Anticorp Deep Space Socialist Collective
HIP 44176,Independent,Corporate,Industrial,Extraction,Medium,9461896,The Armory Coalition
MCC 572,Alliance,Corporate,High Tech,Military,Medium,58275,Excalibur Arms and Munitions
Nevermore,Independent,Corporate,Agriculture,Terraforming,High,9829425979,Dark Echo
HIP 70756,Independent,Corporate,Agriculture,Extraction,High,3719838349,Delta Squadron
HIP 78704,Alliance,Cooperative,Colony,None,Low,10341,Anticorp Deep Space Socialist Collective
Egunnlod,Independent,Dictatorship,Refinery,Extraction,Low,13011,United Citizen Federation
Gliese 9312,Federation,Confederacy,Refinery,None,Low,13647,HIP 48786 Alliance
XZ Leonis Minoris,Independent,Corporate,Extraction,Agriculture,Medium,61300,Dark Echo
HIP 65632,Alliance,Corporate,Industrial,Extraction,Medium,6347812,The Arcadia Partnership
Col 285 Sector MT-G c11-5,Independent,Corporate,Industrial,None,Low,37627,Mechagii Group
HIP 61816,Independent,Democracy,Industrial,Extraction,Medium,7148627,German Deep Space Squad
HIP 64706,Federation,Confederacy,Extraction,None,Low,1613,Lupus Malum Syndicate
Kilique,Empire,Patronage,Extraction,Agriculture,Medium,26236,Salus Imperial Society
Mechehooit,Independent,Theocracy,Extraction,Colony,Low,11361,The Order of Orion
Jeitsegezi,Independent,Democracy,Refinery,Military,Medium,408666,Coalition of the Willing
Quile,Empire,Patronage,Agriculture,Industrial,High,10993945777,Likedeeler of Michel
HIP 13725,Empire,Patronage,High Tech,Industrial,Low,36120,Coffin Dodgers Inc.
Igal,Empire,Corporate,Agriculture,Extraction,Medium,7617920157,Empire Corsairs
Alpha Tucanae,Empire,Patronage,Agriculture,Extraction,Medium,6898688441,Likedeeler of Michel
Rio Paha,Empire,Corporate,Agriculture,Extraction,Low,11028,Rio Paha State Group
Apuruk,Empire,Patronage,Industrial,Military,Medium,7489608,6th Interstellar Corps
Fawaol,Empire,Patronage,High Tech,Extraction,Medium,90015666,Imperial Privateers
HIP 114503,Empire,Patronage,Extraction,High Tech,Low,7698,HIP 112201 Citizens' Forum
Poseno,Empire,Corporate,Industrial,Extraction,Medium,24413125,Poseno Crimson Transport Systems
Mo Dadiweu,Independent,Communism,Terraforming,Military,Medium,204169,Egovi Union
Gliese 3318,Empire,Corporate,Refinery,Military,Low,45969,Gold Life PLC
HIP 20737,Empire,Patronage,Agriculture,Refinery,High,6999532891,Tell's Wrath of Ugrivirii
Thanatos,Independent,Cooperative,Refinery,Industrial,Medium,470370,The Order of Mobius
Sowiio,Independent,Dictatorship,Agriculture,Industrial,High,8115796416,The Sovereign Justice Collective
HIP 102128,Empire,Patronage,Extraction,Agriculture,Medium,162381,1st Galactic Line of Defence
Col 285 Sector BB-E c12-5,Independent,Communism,Industrial,Extraction,Low,2954,Egovi Union
Hyades Sector JM-V c2-5,Independent,Confederacy,Colony,None,Low,442300,Brazilian League of Pilots
Namayu,Independent,Confederacy,Military,Extraction,Low,23282,Brazilian League of Pilots
Venux,Empire,Feudal,Refinery,Industrial,Medium,4587662,Dukes of Kachakapa
LTT 2379,Federation,Corporate,Colony,High Tech,Low,64561,LTT 2379 Silver Universal Hldgs
Yota,Empire,Patronage,Extraction,Industrial,Low,52711,Priva Empire Group
HR 7221,Empire,Feudal,Agriculture,Tourism,Medium,997573155,13th Legion
Bajoji,Empire,Patronage,High Tech,Refinery,Medium,6704719,Bajoji Imperial Society
Scorpii Sector KM-W c1-5,Federation,Democracy,Refinery,Colony,Medium,2268085,United Caer Doiri Democrats
Juro,Independent,Cooperative,Extraction,Agriculture,Low,29741,Juro Collective
Na Chac Og,Independent,Confederacy,Terraforming,Colony,Medium,19871439,Brazilian League of Pilots
DR Crucis,Federation,Corporate,Military,Agriculture,Medium,64459,DR Crucis Crimson Fortune Ind
HIP 81469,Empire,Patronage,Refinery,Industrial,Low,72333,Ovimbaia Patron's Principles
HIP 39821,Independent,Corporate,Extraction,Refinery,Low,150178,Semper Idem Mining Corp
Dahambwe,Federation,Corporate,Refinery,Extraction,Low,75653,Dahambwe Blue Comms PLC
LTT 3290,Federation,Corporate,Industrial,Refinery,High,14972912,Federal Liberal Command
Solati,Federation,Corporate,Refinery,Colony,Medium,1624718,Federal Reclamation Co
CD-47 8991,Independent,Democracy,Industrial,High Tech,Low,1686028,The Silverbacks
Khwathis,Federation,Confederacy,Industrial,Extraction,Medium,8713800,Educated Pilots Association
LTT 12874,Alliance,Corporate,Extraction,Agriculture,Medium,57714,Excalibur Arms and Munitions
NLTT 34960,Independent,Corporate,Industrial,Refinery,High,13044711,Delta Squadron
Gandagetu,Federation,Corporate,Refinery,Agriculture,Medium,174171,Mould Federal Mining Incorporated
T'ao Warla,Independent,Cooperative,Refinery,None,Low,25964,Distant Veterans
NLTT 26167,Independent,Corporate,Extraction,None,Low,7907,Dark Echo
HIP 58083,Federation,Democracy,Agriculture,Extraction,High,3439948162,Dark Enterprise
Ross 931,Federation,Democracy,Terraforming,None,Medium,10517593,Dark Enterprise
HIP 65963,Independent,Democracy,Colony,Agriculture,Low,68321,Explorer on Tour
Hydrae Sector JC-V c2-5,Independent,Communism,Colony,Refinery,Low,47636,The Marxist-Leninist Astrology Commission
HIP 60501,Independent,Corporate,Refinery,Terraforming,Low,3684470,German Space Cruisers Inc.
Kriva,Independent,Democracy,Military,Terraforming,Medium,419507,Explorer on Tour
Kwiambe,Independent,Dictatorship,Terraforming,Colony,Medium,221239,Kaleni Order
Wonga,Independent,Communism,Terraforming,Colony,Low,217153,Union of Cant Left Party
Tucanae Sector DQ-Y c5,Empire,Patronage,Refinery,Refinery,Low,225447,The Void Walkers
Ngones,Independent,Cooperative,Colony,Extraction,Medium,87543,Misfit's of Science and Research
