name,bodies.name,bodies.subType,bodies.spectralClass
10 Rho-3 Eridani,10 Rho-3 Eridani A,A (Blue-White) Star,A4
G 267-2,G 267-2 A,G (White-Yellow) Star,G8
HIP 112052,HIP 112052,G (White-Yellow) Star,G3
HR 913,HR 913 A,G (White-Yellow) Star,G0
HIP 103896,HIP 103896 A,G (White-Yellow) Star,G5
HR 7605,HR 7605 A,F (White) Star,F3
HIP 26392,HIP 26392,F (White) Star,F7
Iota Persei,Iota Persei,F (White) Star,F9
39 Serpentis,39 Serpentis,G (White-Yellow) Star,G0
BD+11 2673,BD+11 2673,G (White-Yellow) Star,G0
HIP 12907,HIP 12907,G (White-Yellow) Star,G1
Gliese 67.2,Gliese 67.2,G (White-Yellow) Star,G5
HIP 306,HIP 306,G (White-Yellow) Star,G2
HIP 19232,HIP 19232,K (Yellow-Orange) Star,K1
Gamma Indi,Gamma Indi,F (White super giant) Star,F2
HIP 27058,HIP 27058 A,G (White-Yellow) Star,G1
LHS 1020,LHS 1020,F (White) Star,F7
HR 2711,HR 2711 A,F (White) Star,F8
HIP 41479,HIP 41479,G (White-Yellow) Star,G2
Zeta Trianguli Australis,Zeta Trianguli Australis A,F (White) Star,F9
HIP 55288,HIP 55288 A,G (White-Yellow) Star,G2
LTT 5058,LTT 5058,G (White-Yellow) Star,G0
HIP 64698,HIP 64698 A,G (White-Yellow) Star,G9
HIP 115247,HIP 115247,F (White) Star,F5
HIP 104065,HIP 104065 A,G (White-Yellow) Star,G2
HIP 31639,HIP 31639 A,G (White-Yellow) Star,G5
HIP 81390,HIP 81390,K (Yellow-Orange) Star,K0
Juniper,Juniper A,K (Yellow-Orange) Star,K0
Iburongin,Iburongin,K (Yellow-Orange) Star,K9
HR 8977,HR 8977,F (White) Star,F5
Wolf 1326,Wolf 1326,G (White-Yellow) Star,G8
15 G. Aqr,15 G. Aqr,G (White-Yellow) Star,G5
Trua,Trua A,G (White-Yellow) Star,G6
HIP 22703,HIP 22703,G (White-Yellow) Star,G7
HIP 117627,HIP 117627,G (White-Yellow) Star,G6
Loptanii,Loptanii A,G (White-Yellow) Star,G2
HIP 14676,HIP 14676 A,G (White-Yellow) Star,G1
HIP 118247,HIP 118247,G (White-Yellow) Star,G1
HIP 112462,HIP 112462 A,G (White-Yellow) Star,G0
HIP 20491,HIP 20491,F (White) Star,F6
Hoff,Hoff,G (White-Yellow) Star,G0
LTT 8410,LTT 8410,F (White) Star,F5
Hlin,Hlin A,G (White-Yellow) Star,G3
41 Gamma Serpentis,41 Gamma Serpentis A,F (White) Star,F6
Seginus,Seginus A,A (Blue-White) Star,A7
BD+09 3000,BD+09 3000,G (White-Yellow) Star,G2
HIP 71737,HIP 71737,G (White-Yellow) Star,G2
HIP 74183,HIP 74183,F (White) Star,F6
HIP 8527,HIP 8527 A,G (White-Yellow) Star,G1
HIP 862,HIP 862 A,G (White-Yellow) Star,G8
CD-37 641,CD-37 641,G (White-Yellow) Star,G5
HIP 114967,HIP 114967,K (Yellow-Orange) Star,K0
HIP 106100,HIP 106100 A,G (White-Yellow) Star,G5
HIP 20169,HIP 20169,G (White-Yellow) Star,G0
HR 1980,HR 1980,F (White) Star,F8
Nabatean,Nabatean,G (White-Yellow) Star,G5
Bochica,Bochica,F (White) Star,F6
HIP 35219,HIP 35219,F (White super giant) Star,F4
Iota Pavonis,Iota Pavonis,G (White-Yellow) Star,G0
Hagr,Hagr,G (White-Yellow) Star,G8
HIP 44586,HIP 44586,G (White-Yellow) Star,G2
BD-14 3326,BD-14 3326,G (White-Yellow) Star,G8
HIP 64573,HIP 64573 A,K (Yellow-Orange) Star,K0
HIP 64794,HIP 64794,G (White-Yellow) Star,G4
HIP 13498,HIP 13498,G (White-Yellow) Star,G8
HIP 14836,HIP 14836,G (White-Yellow) Star,G0
HIP 18387,HIP 18387,F (White) Star,F8
HIP 116647,HIP 116647 A,G (White-Yellow) Star,G5
Iota Pictoris B,Iota Pictoris B,F (White) Star,F5
HR 3584,HR 3584 A,F (White) Star,F5
HIP 67205,HIP 67205,G (White-Yellow) Star,G8
Svansa,Svansa,F (White) Star,F7
Col 285 Sector QJ-Q d5-47,Col 285 Sector QJ-Q d5-47 A,G (White-Yellow) Star,G8
5 Andromedae,5 Andromedae,F (White) Star,F4
HR 7386,HR 7386,F (White) Star,F7
HIP 76156,HIP 76156,G (White-Yellow) Star,G5
HIP 117668,HIP 117668 A,G (White-Yellow) Star,G5
HIP 3540,HIP 3540 A,F (White) Star,F7
HIP 794,HIP 794 A,K (Yellow-Orange) Star,K1
BD+35 647,BD+35 647 A,G (White-Yellow) Star,G5
EGM 823,EGM 823,K (Yellow-Orange) Star,K3
HR 8104,HR 8104 A,F (White) Star,F6
GCRV 4259,GCRV 4259,F (White) Star,F9
39 Tauri,39 Tauri,G (White-Yellow) Star,G5
VESPER-M4,VESPER-M4,G (White-Yellow) Star,G2
HIP 65165,HIP 65165 A,G (White-Yellow) Star,G5
HIP 71193,HIP 71193,G (White-Yellow) Star,G8
Gliese 3897 B,Gliese 3897 B A,G (White-Yellow) Star,G7
HIP 12954,HIP 12954,F (White) Star,F3
HIP 20524,HIP 20524,G (White-Yellow) Star,G5
HR 494,HR 494 A,F (White) Star,F3
HIP 106288,HIP 106288,G (White-Yellow) Star,G3
HIP 108041,HIP 108041 A,G (White-Yellow) Star,G6
HIP 98451,HIP 98451 A,G (White-Yellow) Star,G3
Messa,Messa,G (White-Yellow) Star,G5
Gamma Leporis,Gamma Leporis A,F (White) Star,F6
d Scorpii,d Scorpii A,A (Blue-White) Star,A1
Opontani,Opontani A,G (White-Yellow) Star,G3
HIP 55823,HIP 55823 A,G (White-Yellow) Star,G5
HIP 17171,HIP 17171 A,G (White-Yellow) Star,G1
HIP 3864,HIP 3864 A,F (White) Star,F6
HIP 22611,HIP 22611,F (White) Star,F6
HR 1245,HR 1245 A,F (White) Star,F2
HIP 117035,HIP 117035,F (White) Star,F5
HIP 23413,HIP 23413 A,F (White) Star,F5
HIP 83751,HIP 83751,G (White-Yellow) Star,G0
HIP 44860,HIP 44860,G (White-Yellow) Star,G0
HIP 59315,HIP 59315 A,G (White-Yellow) Star,G5
HIP 57181,HIP 57181,K (Yellow-Orange) Star,K0
Bagaiteru,Bagaiteru A,F (White) Star,F4
Tamor,Tamor,G (White-Yellow) Star,G3
16 Cygni,16 Cygni A,G (White-Yellow) Star,G1
HIP 88728,HIP 88728 A,F (White) Star,F5
Col 285 Sector XK-O d6-48,Col 285 Sector XK-O d6-48,G (White-Yellow) Star,G2
HIP 76837,HIP 76837 A,G (White-Yellow) Star,G6
Col 285 Sector HC-U d3-48,Col 285 Sector HC-U d3-48 A,M (Red dwarf) Star,M1
HR 394,HR 394,F (White) Star,F5
Brigid,Brigid,G (White-Yellow) Star,G5
HIP 15062,HIP 15062,G (White-Yellow) Star,G5
42 Aquilae,42 Aquilae A,F (White) Star,F3
HIP 36014,HIP 36014,F (White) Star,F8
LAWD 52,LAWD 52,White Dwarf (DA) Star,null
HIP 74734,HIP 74734,G (White-Yellow) Star,G0
Osermo,Osermo,F (White) Star,F3
9 Comae Berenices,9 Comae Berenices,F (White) Star,F8
HIP 9774,HIP 9774 A,K (Yellow-Orange) Star,K1
Liabeze,Liabeze,G (White-Yellow) Star,G6
Liabeze,Col 285 Sector JR-U c3-3 A,K (Yellow-Orange) Star,K0
HIP 20806,HIP 20806,G (White-Yellow) Star,G8
Tir Na Nog,Tir Na Nog,G (White-Yellow) Star,G9
HIP 108158,HIP 108158,G (White-Yellow) Star,G4
HIP 99188,HIP 99188,G (White-Yellow) Star,G3
HIP 36485,HIP 36485,F (White) Star,F5
Atarapa,Atarapa A,G (White-Yellow) Star,G3
Gliese 9553,Gliese 9553,G (White-Yellow) Star,G5
HIP 83701,HIP 83701,F (White) Star,F8
HIP 14361,HIP 14361,F (White) Star,F5
HIP 7674,HIP 7674,F (White) Star,F8
HIP 18713,HIP 18713,G (White-Yellow) Star,G6
HIP 117493,HIP 117493 A,F (White) Star,F9
V350 Canis Majoris,V350 Canis Majoris,F (White) Star,F5
HIP 32970,HIP 32970,G (White-Yellow) Star,G0
HIP 24344,HIP 24344,G (White-Yellow) Star,G2
HIP 87414,HIP 87414 A,G (White-Yellow) Star,G0
HIP 46007,HIP 46007 A,G (White-Yellow) Star,G3
LTT 4560,LTT 4560,G (White-Yellow) Star,G0
HIP 67863,HIP 67863,G (White-Yellow) Star,G2
HIP 57402,HIP 57402 A,G (White-Yellow) Star,G3
White Sun,White Sun A,F (White) Star,F0
Varati,Varati A,F (White) Star,F7
HIP 117972,HIP 117972 A,G (White-Yellow) Star,G5
Wolf 914,Wolf 914 A,F (White) Star,F7
12 Lambda Coronae Borealis,12 Lambda Coronae Borealis,F (White) Star,F2
HIP 87800,HIP 87800,G (White-Yellow) Star,G3
HIP 117975,HIP 117975 A,G (White-Yellow) Star,G5
Keiadiras,Keiadiras,K (Yellow-Orange) Star,K0
HIP 1625,HIP 1625 A,G (White-Yellow) Star,G6
HIP 113632,HIP 113632,G (White-Yellow) Star,G2
HIP 20719,HIP 20719 A,G (White-Yellow) Star,G5
Beetrix,Beetrix A,G (White-Yellow) Star,G0
Kappa Fornacis,Kappa Fornacis,G (White-Yellow) Star,G1
Alpheus,Alpheus A,G (White-Yellow) Star,G5
HIP 99139,HIP 99139 A,G (White-Yellow) Star,G5
Blest,Blest,F (White) Star,F8
49 Serpentis,49 Serpentis,G (White-Yellow) Star,G9
Losna,Losna,G (White-Yellow) Star,G5
HIP 81274,HIP 81274 A,F (White) Star,F8
Gunnlodumla,Gunnlodumla A,F (White) Star,F7
HIP 61072,HIP 61072 A,F (White) Star,F9
HIP 13285,HIP 13285,G (White-Yellow) Star,G0
HIP 9672,HIP 9672,G (White-Yellow) Star,G0
HIP 112549,HIP 112549,F (White) Star,F8
HIP 10579,HIP 10579,G (White-Yellow) Star,G3
HIP 115917,HIP 115917 A,F (White) Star,F8
HIP 106615,HIP 106615,G (White-Yellow) Star,G0
88 d Tauri,88 d Tauri A,A (Blue-White) Star,A5
Zeta Fornacis,Zeta Fornacis A,F (White) Star,F4
LTT 700,LTT 700,K (Yellow-Orange) Star,K2
Rhea,Rhea,G (White-Yellow) Star,G2
Khnum,Khnum A,G (White-Yellow) Star,G0
HR 3635,HR 3635 A,F (White) Star,F2
24 Iota Crateris,24 Iota Crateris A,F (White) Star,F6
BD-22 3573,BD-22 3573,F (White) Star,F8
HIP 4273,HIP 4273 A,F (White) Star,F3
HIP 117499,HIP 117499,G (White-Yellow) Star,G0
HR 6552,HR 6552,F (White) Star,F5
Kioti 368,Kioti 368,K (Yellow-Orange) Star,K6
Mac Mari,Mac Mari A,K (Yellow-Orange) Star,K0
Col 285 Sector QJ-Q d5-50,Col 285 Sector QJ-Q d5-50,F (White) Star,F9
Harites,Harites,K (Yellow-Orange) Star,K0
Pibelmen,Pibelmen A,A (Blue-White) Star,A8
HIP 14134,HIP 14134,F (White) Star,F5
HIP 118213,HIP 118213,G (White-Yellow) Star,G5
132 G. Aquarii,132 G. Aquarii,F (White) Star,F3
HIP 14944,HIP 14944 A,F (White) Star,F8
Howard,Howard,G (White-Yellow) Star,G4
6 Lyncis,6 Lyncis,K (Yellow-Orange giant) Star,K0
HIP 118127,HIP 118127,F (White) Star,F6
Guinasan,Guinasan A,M (Red dwarf) Star,M0
HIP 113948,HIP 113948 A,G (White-Yellow) Star,G3
Thethys,Thethys,G (White-Yellow) Star,G2
Delta Equulei,Delta Equulei,F (White) Star,F7
CD-39 14212,CD-39 14212,G (White-Yellow) Star,G7
HIP 99957,HIP 99957,F (White) Star,F3
HR 1593,HR 1593,F (White) Star,F4
18 Scorpii,18 Scorpii A,G (White-Yellow) Star,G2
HR 5816,HR 5816 A,F (White) Star,F6
HIP 88656,HIP 88656 A,F (White) Star,F5
"B'Titus","B'Titus",G (White-Yellow) Star,G8
Mortel,Mortel A,G (White-Yellow) Star,G5
HIP 74930,HIP 74930,F (White) Star,F6
HIP 61272,HIP 61272,G (White-Yellow) Star,G2
HIP 13317,HIP 13317 A,F (White) Star,F5
HIP 10413,HIP 10413 A,F (White) Star,F8
HIP 113921,HIP 113921 A,F (White) Star,F7
Miquitagat,Miquitagat,G (White-Yellow) Star,G3
HIP 115929,HIP 115929,G (White-Yellow) Star,G0
HIP 106700,HIP 106700 A,G (White-Yellow) Star,G5
Kappa Tucanae,Kappa Tucanae,F (White) Star,F5
HIP 108912,HIP 108912,G (White-Yellow) Star,G2
HIP 39418,HIP 39418,F (White) Star,F9
Bifrost,Bifrost A,G (White-Yellow) Star,G5
Dyr,Dyr,G (White-Yellow) Star,G7
HIP 79969,HIP 79969,G (White-Yellow) Star,G8
2 Omega Leonis,2 Omega Leonis,G (White-Yellow) Star,G1
HIP 56960,HIP 56960,F (White) Star,F7
HIP 66530,HIP 66530 A,G (White-Yellow) Star,G3
HIP 71462,HIP 71462,G (White-Yellow) Star,G6
HIP 9408,HIP 9408,F (White) Star,F7
HIP 4536,HIP 4536,F (White) Star,F5
HIP 23042,HIP 23042 A,G (White-Yellow) Star,G6
HIP 117783,HIP 117783 A,G (White-Yellow) Star,G2
HIP 106311,HIP 106311,G (White-Yellow) Star,G1
HIP 27633,HIP 27633,F (White) Star,F5
127 G. Canis Majoris,127 G. Canis Majoris,F (White) Star,F4
CD-48 3774,CD-48 3774,G (White-Yellow) Star,G9
HIP 44030,HIP 44030 A,F (White) Star,F3
Segnen,Segnen A,G (White-Yellow) Star,G7
Forsina,Forsina A,G (White-Yellow) Star,G3
Allo,Allo A,K (Yellow-Orange) Star,K5
Sekhmetures,Sekhmetures A,K (Yellow-Orange) Star,K5
Jurovii,Jurovii,G (White-Yellow) Star,G7
Malanquiya,Malanquiya,M (Red dwarf) Star,M1
Col 285 Sector HD-I c10-6,Col 285 Sector HD-I c10-6,K (Yellow-Orange) Star,K3
Col 285 Sector BC-K c9-6,Col 285 Sector BC-K c9-6 A,K (Yellow-Orange) Star,K2
Kwatkwala,Kwatkwala,K (Yellow-Orange) Star,K8
HIP 112522,HIP 112522,K (Yellow-Orange) Star,K7
Ngewin,Ngewin A,K (Yellow-Orange) Star,K2
Bibri,Bibri A,K (Yellow-Orange) Star,K0
Wolf 980,Wolf 980,K (Yellow-Orange) Star,K2
HIP 107587,HIP 107587,K (Yellow-Orange) Star,K5
Arietis Sector DB-X c1-6,Arietis Sector DB-X c1-6 A,K (Yellow-Orange) Star,K3
Wongarateri,Wongarateri,G (White-Yellow) Star,G8
HIP 117177,HIP 117177 A,K (Yellow-Orange) Star,K5
HIP 106072,HIP 106072,K (Yellow-Orange) Star,K7
BD+14 4559,BD+14 4559,K (Yellow-Orange) Star,K5
Hyades Sector GX-T c3-6,Hyades Sector GX-T c3-6,K (Yellow-Orange) Star,K0
Hyades Sector KD-S c4-6,Hyades Sector KD-S c4-6 A,K (Yellow-Orange) Star,K7
Sakti,Sakti,K (Yellow-Orange) Star,K2
Chakyum,Chakyum A,K (Yellow-Orange) Star,K1
Basile,Basile,K (Yellow-Orange) Star,K4
HIP 108110,HIP 108110,K (Yellow-Orange) Star,K0
Oman,Oman,K (Yellow-Orange) Star,K6
Col 285 Sector ID-I c10-6,Col 285 Sector ID-I c10-6 A,K (Yellow-Orange) Star,K7
Tati,Tati,G (White-Yellow) Star,G5
Lyncis Sector EW-W c1-6,Lyncis Sector EW-W c1-6 A,G (White-Yellow) Star,G8
HIP 80122,HIP 80122,G (White-Yellow) Star,G8
Col 285 Sector YV-L c8-6,Col 285 Sector YV-L c8-6,T Tauri Star,TTS5
Wolf 1415,Wolf 1415,K (Yellow-Orange giant) Star,K1
HIP 87204,HIP 87204 A,G (White-Yellow) Star,G0
Mehimurt,Mehimurt A,G (White-Yellow) Star,G9
HIP 76466,HIP 76466 A,G (White-Yellow) Star,G5
HIP 6442,HIP 6442 A,G (White-Yellow) Star,G5
HIP 3633,HIP 3633 A,K (Yellow-Orange) Star,K3
Apachanus,Apachanus,K (Yellow-Orange) Star,K8
Karasiri,Karasiri A,K (Yellow-Orange) Star,K9
Arietis Sector GW-W c1-6,Arietis Sector GW-W c1-6,M (Red dwarf) Star,M0
HIP 117846,HIP 117846 A,K (Yellow-Orange) Star,K4
HIP 116334,HIP 116334 A,K (Yellow-Orange) Star,K5
HIP 112095,HIP 112095 A,K (Yellow-Orange) Star,K1
HIP 105261,HIP 105261,M (Red dwarf) Star,M0
Gongali,Gongali,T Tauri Star,TTS0
BD+35 4893,BD+35 4893,K (Yellow-Orange) Star,K2
Kongleri,Kongleri A,K (Yellow-Orange) Star,K0
V565 Persei,V565 Persei A,K (Yellow-Orange) Star,K2
Psamathe,Psamathe A,G (White-Yellow) Star,G8
LTT 16301,LTT 16301,K (Yellow-Orange) Star,K2
Pontus,Pontus,K (Yellow-Orange) Star,K2
Col 285 Sector PE-G c11-6,Col 285 Sector PE-G c11-6,M (Red dwarf) Star,M0
Col 285 Sector TK-E c12-6,Col 285 Sector TK-E c12-6 A,K (Yellow-Orange) Star,K2
Bosagei,Bosagei A,M (Red dwarf) Star,M1
HIP 22961,HIP 22961 A,K (Yellow-Orange) Star,K2
LHS 3388,LHS 3388,G (White-Yellow) Star,G9
HIP 81186,HIP 81186 A,K (Yellow-Orange) Star,K0
Fall,Fall,K (Yellow-Orange) Star,K8
Hopian,Hopian,K (Yellow-Orange) Star,K7
HIP 78139,HIP 78139,K (Yellow-Orange) Star,K5
HIP 117427,HIP 117427,G (White-Yellow) Star,G5
HIP 13173,HIP 13173,K (Yellow-Orange) Star,K4
Gliese 3095,Gliese 3095 A,G (White-Yellow) Star,G5
HIP 2201,HIP 2201,K (Yellow-Orange) Star,K5
HIP 109918,HIP 109918,K (Yellow-Orange) Star,K2
Textoveria,Textoveria A,M (Red dwarf) Star,M0
HIP 11182,HIP 11182,K (Yellow-Orange) Star,K4
BD+01 299,BD+01 299,K (Yellow-Orange) Star,K8
BD+02 4718,BD+02 4718,K (Yellow-Orange) Star,K2
LTT 9246,LTT 9246,K (Yellow-Orange) Star,K4
Asana,Asana A,T Tauri Star,TTS4
Kitchitatis,Kitchitatis A,K (Yellow-Orange) Star,K4
Kaites,Kaites,K (Yellow-Orange) Star,K4
Ross 591,Ross 591 A,K (Yellow-Orange) Star,K4
G 130-9,G 130-9,M (Red dwarf) Star,M0
Huh,Huh,K (Yellow-Orange giant) Star,K1
Col 285 Sector SZ-F c11-6,Col 285 Sector SZ-F c11-6 A,G (White-Yellow) Star,G8
Wongsun,Wongsun A,K (Yellow-Orange) Star,K5
HIP 24463,HIP 24463,K (Yellow-Orange) Star,K3
PLX 695,PLX 695,K (Yellow-Orange) Star,K3
Arinna,Arinna,K (Yellow-Orange) Star,K0
Dalang,Dalang,K (Yellow-Orange) Star,K7
Pentin,Pentin A,M (Red dwarf) Star,M0
Novana,Novana,K (Yellow-Orange) Star,K4
LTT 11926,LTT 11926 A,K (Yellow-Orange) Star,K5
Anemoi,Anemoi A,G (White-Yellow) Star,G8
NLTT 44958,NLTT 44958,G (White-Yellow) Star,G9
BD+03 3531a,BD+03 3531a A,M (Red dwarf) Star,M0
Fidense,Fidense A,K (Yellow-Orange) Star,K3
BD+73 447,BD+73 447 A,K (Yellow-Orange) Star,K7
BD+72 545,BD+72 545,K (Yellow-Orange) Star,K5
LTT 14094,LTT 14094 A,K (Yellow-Orange) Star,K7
Osans,Osans,K (Yellow-Orange) Star,K2
HIP 79008,HIP 79008 A,K (Yellow-Orange) Star,K3
HIP 60652,HIP 60652,K (Yellow-Orange) Star,K0
HIP 66262,HIP 66262,K (Yellow-Orange) Star,K4
Coquenchel,Coquenchel,K (Yellow-Orange) Star,K2
HIP 75978,HIP 75978 A,K (Yellow-Orange) Star,K5
HIP 80182,HIP 80182 A,G (White-Yellow) Star,G0
Gliese 9480,Gliese 9480 A,K (Yellow-Orange) Star,K4
Waila,Waila,M (Red dwarf) Star,M0
Cao Gong,Cao Gong,K (Yellow-Orange) Star,K6
Bana,Bana,K (Yellow-Orange) Star,K1
Saorsina,Saorsina,K (Yellow-Orange) Star,K3
HIP 6847,HIP 6847,K (Yellow-Orange) Star,K5
Ancate,Ancate,G (White-Yellow) Star,G8
HIP 115888,HIP 115888,G (White-Yellow) Star,G8
Sadharra,Sadharra,T Tauri Star,TTS2
HIP 14001,HIP 14001 A,K (Yellow-Orange) Star,K0
HIP 9127,HIP 9127,K (Yellow-Orange) Star,K2
HIP 6795,HIP 6795 A,K (Yellow-Orange) Star,K0
HIP 114746,HIP 114746,K (Yellow-Orange) Star,K2
HIP 111755,HIP 111755 A,K (Yellow-Orange) Star,K5
Herce,Herce A,G (White-Yellow) Star,G7
HIP 17962,HIP 17962,K (Yellow-Orange) Star,K2
HIP 13410,HIP 13410,K (Yellow-Orange) Star,K7
Feige 22,Feige 22,L (Brown dwarf) Star,L5
LTT 606,LTT 606,K (Yellow-Orange) Star,K5
Haoria,Haoria,K (Yellow-Orange) Star,K3
HIP 107936,HIP 107936 A,K (Yellow-Orange) Star,K3
HR 7808,HR 7808 A,K (Yellow-Orange giant) Star,K2
HIP 19808,HIP 19808,K (Yellow-Orange) Star,K4
NLTT 12619,NLTT 12619,K (Yellow-Orange) Star,K0
Akkadia,Akkadia,K (Yellow-Orange) Star,K5
Mbooni,Mbooni,K (Yellow-Orange) Star,K5
LTT 8701,LTT 8701,K (Yellow-Orange) Star,K3
Tau Sagittarii,Tau Sagittarii A,K (Yellow-Orange giant) Star,K1
Sokond,Sokond A,K (Yellow-Orange) Star,K6
Yamur,Yamur,K (Yellow-Orange) Star,K3
BD+27 881,BD+27 881,K (Yellow-Orange) Star,K1
Zephyrus,Zephyrus,K (Yellow-Orange) Star,K1
54 Piscium,54 Piscium,K (Yellow-Orange) Star,K0
5 G. Capricorni,5 G. Capricorni,K (Yellow-Orange) Star,K2
Sama,Sama,K (Yellow-Orange) Star,K5
G Scorpii,G Scorpii A,K (Yellow-Orange giant) Star,K2
Turigame,Turigame,K (Yellow-Orange) Star,K5
Xionaz,Xionaz A,M (Red dwarf) Star,M1
HIP 36037,HIP 36037 A,K (Yellow-Orange) Star,K7
HIP 40170,HIP 40170,K (Yellow-Orange) Star,K7
Dahan,Dahan,K (Yellow-Orange) Star,K5
V379 Serpentis,V379 Serpentis,K (Yellow-Orange) Star,K0
StKM 1-1341,StKM 1-1341 A,K (Yellow-Orange) Star,K7
Arebatec,Arebatec,K (Yellow-Orange) Star,K4
Durinn,Durinn,G (White-Yellow) Star,G0
G146-60,G146-60,G (White-Yellow) Star,G9
BD+22 2742,BD+22 2742 A,M (Red dwarf) Star,M0
BD+08 3000,BD+08 3000 A,M (Red dwarf) Star,M0
HIP 78983,HIP 78983 A,K (Yellow-Orange) Star,K1
Col 285 Sector RU-E c12-6,Col 285 Sector RU-E c12-6,K (Yellow-Orange) Star,K2
Col 359 Sector UM-T c4-6,Col 359 Sector UM-T c4-6,M (Red dwarf) Star,M1
Karamu,Karamu A,K (Yellow-Orange) Star,K0
HIP 55251,HIP 55251,K (Yellow-Orange) Star,K3
MCC 296,MCC 296 A,K (Yellow-Orange) Star,K5
Ethwain,Ethwain A,M (Red dwarf) Star,M0
HIP 73314,HIP 73314,K (Yellow-Orange) Star,K0
HIP 53336,HIP 53336,G (White-Yellow) Star,G5
Nari,Nari,K (Yellow-Orange) Star,K8
Saelishi,Saelishi,K (Yellow-Orange) Star,K2
Hou Zi,Hou Zi,K (Yellow-Orange) Star,K8
Raijuhan Yi,Raijuhan Yi A,G (White-Yellow) Star,G4
Laksmi,Laksmi,K (Yellow-Orange) Star,K5
Auss,Auss A,K (Yellow-Orange) Star,K3
Dana,Dana,M (Red dwarf) Star,M0
Hun Aphuill,Hun Aphuill A,M (Red dwarf) Star,M0
Pemeno,Pemeno A,M (Red dwarf) Star,M1
Jemede,Jemede,G (White-Yellow) Star,G8
HIP 4764,HIP 4764 A,K (Yellow-Orange) Star,K0
HIP 115328,HIP 115328,G (White-Yellow) Star,G8
Nijuhty,Nijuhty A,G (White-Yellow) Star,G7
HIP 13841,HIP 13841,K (Yellow-Orange) Star,K5
HIP 112441,HIP 112441,K (Yellow-Orange) Star,K3
Nyikan,Nyikan,G (White-Yellow) Star,G8
Poponteno,Poponteno,K (Yellow-Orange) Star,K0
PPM 5287,PPM 5287,K (Yellow-Orange) Star,K3
LTT 1190,LTT 1190 A,K (Yellow-Orange) Star,K3
LTT 8750,LTT 8750 A,K (Yellow-Orange) Star,K4
HIP 99695,HIP 99695 A,K (Yellow-Orange) Star,K0
Oppida,Oppida A,K (Yellow-Orange) Star,K5
HIP 25677,HIP 25677,K (Yellow-Orange) Star,K5
UGP 92,UGP 92,K (Yellow-Orange) Star,K5
NLTT 11599,NLTT 11599 A,K (Yellow-Orange) Star,K7
Sharur,Sharur A,K (Yellow-Orange) Star,K5
HIP 30220,HIP 30220,K (Yellow-Orange) Star,K0
Ducat,Ducat A,K (Yellow-Orange) Star,K2
Wolf 1449,Wolf 1449,K (Yellow-Orange) Star,K5
Carnoeck,Carnoeck,K (Yellow-Orange) Star,K6
Smethells 1,Smethells 1,K (Yellow-Orange) Star,K6
BPM 40823,BPM 40823,M (Red dwarf) Star,M0
Tjupali,Tjupali,K (Yellow-Orange) Star,K3
Sigma Geminorum,Sigma Geminorum A,K (Yellow-Orange giant) Star,K1
Lalande 15547,Lalande 15547 A,K (Yellow-Orange) Star,K0
Wolf 324,Wolf 324,K (Yellow-Orange) Star,K4
Ao,Ao A,K (Yellow-Orange) Star,K3
HIP 79419,HIP 79419 A,K (Yellow-Orange) Star,K5
Senti,Senti,K (Yellow-Orange) Star,K5
Wolf 325,Wolf 325,K (Yellow-Orange) Star,K2
Brodal,Brodal A,G (White-Yellow) Star,G9
Lalande 22701,Lalande 22701,G (White-Yellow) Star,G8
Feuma,Feuma,G (White-Yellow) Star,G3
Proxima,Proxima,K (Yellow-Orange) Star,K4
Col 285 Sector OI-R c5-6,Col 285 Sector OI-R c5-6,K (Yellow-Orange) Star,K8
HIP 50660,HIP 50660,K (Yellow-Orange) Star,K0
HIP 53898,HIP 53898,G (White-Yellow) Star,G5
HR 5322,HR 5322,G (White-Yellow) Star,G0
Anjana,Anjana A,K (Yellow-Orange) Star,K5
Duulngandi,Duulngandi A,K (Yellow-Orange) Star,K7
Velao,Velao,M (Red dwarf) Star,M0
Muan,Muan,K (Yellow-Orange) Star,K5
Giras,Giras A,K (Yellow-Orange) Star,K7
Abanda,Abanda A,T Tauri Star,TTS9
Ankarawai,Ankarawai,K (Yellow-Orange) Star,K0
Wosyet,Wosyet,K (Yellow-Orange) Star,K6
Canda,Canda A,K (Yellow-Orange) Star,K8
Dongones,Dongones,K (Yellow-Orange) Star,K6
Blatuntino,Blatuntino,M (Red dwarf) Star,M1
Wurunsar,Wurunsar A,K (Yellow-Orange) Star,K7
NLTT 10055,NLTT 10055,K (Yellow-Orange) Star,K6
Vequess,Vequess,K (Yellow-Orange) Star,K1
LHS 4031,LHS 4031,K (Yellow-Orange) Star,K3
Lovaroju,Lovaroju A,K (Yellow-Orange) Star,K4
50 Upsilon-1 Eridani,50 Upsilon-1 Eridani A,K (Yellow-Orange giant) Star,K0
CD-45 973,CD-45 973,K (Yellow-Orange) Star,K6
NLTT 7789,NLTT 7789,K (Yellow-Orange) Star,K6
Rudjer Boskovic,Rudjer Boskovic,K (Yellow-Orange) Star,K3
36 Doradus,36 Doradus A,K (Yellow-Orange giant) Star,K2
Priva,Priva A,K (Yellow-Orange) Star,K6
CD-74 1370,CD-74 1370 A,K (Yellow-Orange) Star,K2
Lu Pinda,Lu Pinda,K (Yellow-Orange) Star,K3
Morinja,Morinja,K (Yellow-Orange) Star,K3
Atun,Atun,M (Red dwarf) Star,M0
